dateTime,level,seconds
02:20:30.000,wake,450
02:28:00.000,light,2580
03:11:00.000,deep,1530
03:36:30.000,rem,390
03:43:00.000,light,3840
04:47:00.000,wake,330
04:52:30.000,light,750
05:05:00.000,wake,330
05:10:30.000,light,270
05:15:00.000,rem,1830
05:45:30.000,light,1290
06:07:00.000,deep,990
06:23:30.000,light,60
06:24:30.000,wake,270
06:29:00.000,light,120
06:31:00.000,wake,360
06:37:00.000,light,2730
07:22:30.000,rem,660
