dateTime,level,seconds
02:03:30.000,wake,30
02:04:00.000,light,1230
02:24:30.000,deep,330
02:30:00.000,wake,240
02:34:00.000,light,510
02:42:30.000,deep,810
02:56:00.000,wake,420
03:03:00.000,light,750
03:15:30.000,rem,300
03:20:30.000,light,1440
03:44:30.000,deep,330
03:50:00.000,light,2310
04:28:30.000,rem,1500
04:53:30.000,light,960
05:09:30.000,deep,2160
05:45:30.000,light,720
05:57:30.000,rem,1260
06:18:30.000,light,2070
06:53:00.000,wake,300
06:58:00.000,light,480
07:06:00.000,rem,1440
