dateTime,level,seconds
02:25:00.000,wake,360
02:31:00.000,light,630
02:41:30.000,deep,1950
03:14:00.000,wake,540
03:23:00.000,light,6000
05:03:00.000,rem,270
05:07:30.000,light,1560
05:33:30.000,rem,330
05:39:00.000,light,5700
07:14:00.000,rem,720
07:26:00.000,wake,210
07:29:30.000,rem,1080
07:47:30.000,light,450
07:55:00.000,rem,1140
08:14:00.000,light,1500
08:39:00.000,deep,330
08:44:30.000,light,3090
09:36:00.000,rem,2610
10:19:30.000,light,1950
10:52:00.000,wake,330
10:57:30.000,light,90
