dateTime,level,seconds
01:37:30.000,wake,2280
02:15:30.000,light,2400
02:55:30.000,deep,2280
03:33:30.000,wake,240
03:37:30.000,light,5640
05:11:30.000,deep,630
05:22:00.000,light,210
05:25:30.000,rem,930
05:41:00.000,light,4110
06:49:30.000,rem,840
07:03:30.000,light,270
07:08:00.000,rem,2070
07:42:30.000,light,1260
08:03:30.000,rem,4440
09:17:30.000,light,4260
10:28:30.000,rem,2610
