dateTime,level,seconds
01:30:00.000,wake,600
01:40:00.000,light,960
01:56:00.000,deep,900
02:11:00.000,light,120
02:13:00.000,wake,270
02:17:30.000,light,1110
02:36:00.000,deep,510
02:44:30.000,light,960
03:00:30.000,rem,1050
03:18:00.000,light,1110
03:36:30.000,deep,480
03:44:30.000,light,3120
04:36:30.000,rem,900
04:51:30.000,light,4020
05:58:30.000,deep,690
06:10:00.000,rem,1470
06:34:30.000,light,3720
